ticker,name,market,locale,currency,active,primaryExch,updated,codes,url,type
AAVVF,Advantage Oil & Gas Ltd Ordinary Shares (Canada),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0011095700001001', 'scfigi': 'BBG001SDWVG7', 'cfigi': 'BBG000C5QZ62', 'figi': 'BBG000C5S9P7'}",https://api.polygon.io/v2/tickers/AAVVF,
AAVXF,Abivax SA Ordinary Shares (France),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000051968603', 'scfigi': 'BBG009CG7F82', 'cfigi': 'BBG00DX9WMJ1', 'figi': 'BBG00DX9WMZ3'}",https://api.polygon.io/v2/tickers/AAVXF,
AAWC,Alexandria Advantage Warranty Company Common Stock,STOCKS,US,USD,True,OTC,2020-06-23,"{'cik': '0001165758', 'figiuid': 'EQ0000000000761151', 'scfigi': 'BBG001SBV999', 'cfigi': 'BBG000BS8FQ5', 'figi': 'BBG000BS8PB9'}",https://api.polygon.io/v2/tickers/AAWC,
AAWW,Atlas Air Worldwide Holdings NEW Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001135185', 'figiuid': 'EQ0000000001229493', 'scfigi': 'BBG001SM7BG9', 'cfigi': 'BBG000Q57YP0', 'figi': 'BBG000Q58769'}",https://api.polygon.io/v2/tickers/AAWW,
AAXJ,iShares MSCI All Country Asia ex Japan ETF,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000006348535', 'scfigi': 'BBG001T2V2D8', 'cfigi': 'BBG000G6GXC5', 'figi': 'BBG000G6JD36'}",https://api.polygon.io/v2/tickers/AAXJ,
AAXN,"Axon Enterprise, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001069183', 'figiuid': 'EQ0174781700001000', 'scfigi': 'BBG001SB2HG5', 'cfigi': 'BBG000BHJWG1', 'figi': 'BBG000BHK5Z7'}",https://api.polygon.io/v2/tickers/AAXN,
AAXT,"Aamaxan Transport Group, Inc. Common Stock",STOCKS,US,USD,True,OTC,2020-06-23,"{'cik': '0001358940', 'figiuid': 'EQ0013631700001000', 'scfigi': 'BBG001SFRD87', 'cfigi': 'BBG000BSVKZ8', 'figi': 'BBG000BSVTN2'}",https://api.polygon.io/v2/tickers/AAXT,
AAYYY,Austrailian Agricultural Company Ltd Unsponsored ADR (Austrailia),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000021581663', 'scfigi': 'BBG002CND7J1', 'cfigi': 'BBG002CND6S3', 'figi': 'BBG002CND783'}",https://api.polygon.io/v2/tickers/AAYYY,
AAZZF,A2Z Smart Technologies Corp Common Stock,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000084481045', 'scfigi': 'BBG00JXQRF10', 'cfigi': 'BBG00TM0F0B2', 'figi': 'BBG00TM0F0S4'}",https://api.polygon.io/v2/tickers/AAZZF,
AB,"AllianceBernstein Holding, L.P.",STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0000825313', 'figiuid': 'EQ0140918300001000', 'scfigi': 'BBG001S5N9S0', 'cfigi': 'BBG000B9WM03', 'figi': 'BBG000B9WPQ8'}",https://api.polygon.io/v2/tickers/AB,
ABAC,Agroback AD,STOCKS,US,RSD,False,,2020-06-23,"{'figiuid': 'EQ0000000005568066', 'scfigi': 'BBG001SR7BL2', 'cfigi': 'BBG000PP66N1', 'figi': 'BBG000PP67B2'}",https://api.polygon.io/v2/tickers/ABAC,
ABAHF,Abacus Health Products Inc,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000071841480', 'scfigi': 'BBG002VKN6P0', 'cfigi': 'BBG00N7XBWL3', 'figi': 'BBG00N7XBX13'}",https://api.polygon.io/v2/tickers/ABAHF,
ABAKF,ABERDEEN ASIA-PACIFIC INCOME Ordinary Shares,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000000518058', 'scfigi': 'BBG001S72GW8', 'cfigi': 'BBG000MVJ470', 'figi': 'BBG000MVJ470'}",https://api.polygon.io/v2/tickers/ABAKF,
ABANF,Automatic Bank Services Ltd Ordinary Shares (Israel),STOCKS,US,USD,True,OTC,2020-04-21,,https://api.polygon.io/v2/tickers/ABANF,
ABASF,Aberdeen Asian Smaller Company Investment Trust,STOCKS,US,USD,True,GREY,2020-06-23,"{'figiuid': 'EQ0000000001190312', 'scfigi': 'BBG001S7WFZ4', 'cfigi': 'BBG000PRQ7T7', 'figi': 'BBG000PRQ7T7'}",https://api.polygon.io/v2/tickers/ABASF,
ABAT,Advanced Battery Technologies Inc.,STOCKS,US,USD,False,CVEM,2020-06-23,"{'cik': '0000745651', 'figiuid': 'EQ0013285300001000', 'scfigi': 'BBG001SDLHD3', 'cfigi': 'BBG000BR7125', 'figi': 'BBG000BR79N5'}",https://api.polygon.io/v2/tickers/ABAT,
ABAX,Abaxis Inc.,STOCKS,US,USD,True,NGS,2020-06-23,"{'cik': '0000881890', 'figiuid': 'EQ0010180300001000', 'scfigi': 'BBG001S70CH6', 'cfigi': 'BBG000CP4WX9', 'figi': 'BBG000CP68R7'}",https://api.polygon.io/v2/tickers/ABAX,
ABB,ABB Ltd.,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001091587', 'figiuid': 'EQ0082519700009100', 'scfigi': 'BBG001SDDMX9', 'cfigi': 'BBG000DK5Q25', 'figi': 'BBG000DK5SY6'}",https://api.polygon.io/v2/tickers/ABB,
ACOPF,A2 Milk Co Ltd. Shs (New Zealand),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000029762940', 'scfigi': 'BBG001SFR888', 'cfigi': 'BBG004FPPZF8', 'figi': 'BBG004FPPZX8'}",https://api.polygon.io/v2/tickers/ACOPF,
ACOPY,The A2 Milk Co Ltd Unsponsored ADR (New Zealand),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000074722824', 'scfigi': 'BBG00P35SVG3', 'cfigi': 'BBG00P35STQ7', 'figi': 'BBG00P35SV55'}",https://api.polygon.io/v2/tickers/ACOPY,
ACOR,"Acorda Therapeutics, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001008848', 'figiuid': 'EQ0000000000400534', 'scfigi': 'BBG001SH8359', 'cfigi': 'BBG000FD10V8', 'figi': 'BBG000FD2JN5'}",https://api.polygon.io/v2/tickers/ACOR,
ACOSF,Archos ACT.NOM,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000000152903', 'scfigi': 'BBG001SGB1W1', 'cfigi': 'BBG000D5W2T2', 'figi': 'BBG000D5W2T2'}",https://api.polygon.io/v2/tickers/ACOSF,
ACP,Aberdeen Income Credit Strategies Fund,STOCKS,US,USD,True,NYE,2020-06-23,"{'figiuid': 'EQ0000000011488196', 'scfigi': 'BBG001TCSLH4', 'cfigi': 'BBG0017VSC04', 'figi': 'BBG0017VSC68'}",https://api.polygon.io/v2/tickers/ACP,
ACP RT,"Aberdeen Income Credit Strategies Fund Rights (expiring November 13, 2019)",STOCKS,US,USD,True,NYE,2019-10-18,,https://api.polygon.io/v2/tickers/ACP RT,
ACP RTWI,"Aberdeen Income Credit Strategies Fund Rights (expiring November 13, 2019)",STOCKS,US,USD,True,NYE,2019-10-15,,https://api.polygon.io/v2/tickers/ACP RTWI,
ACPGF,ACACIA PHARMA GROUP PLC ORD GBP0.02 (United Kingdom),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000081047243', 'scfigi': 'BBG00B07GR93', 'cfigi': 'BBG00R89QZ60', 'figi': 'BBG00R89QZN1'}",https://api.polygon.io/v2/tickers/ACPGF,
ACPIF,AC ENERGY PHILIPPINES INC Shs (Philippines),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0012834700001001', 'scfigi': 'BBG001S6NZ55', 'cfigi': 'BBG000BYJRV8', 'figi': 'BBG000BYK1Z9'}",https://api.polygon.io/v2/tickers/ACPIF,
ACPOQ,Anthracite Capital Inc.,STOCKS,US,USD,True,CVEM,2020-06-23,{'cik': '0001050112'},https://api.polygon.io/v2/tickers/ACPOQ,PFD
ACPPQ,Anthracite Capital Inc.,STOCKS,US,USD,True,GREY,2020-06-23,{'cik': '0001050112'},https://api.polygon.io/v2/tickers/ACPPQ,PFD
ACPQF,Added Cap Inc Ordinary Shares (Canada),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000054188037', 'scfigi': 'BBG001SGB9R0', 'cfigi': 'BBG00FQ9LRR6', 'figi': 'BBG00FQ9LS67'}",https://api.polygon.io/v2/tickers/ACPQF,
ACPS,AC Partners Inc. Common Stock,STOCKS,US,USD,True,OTC,2020-06-23,"{'cik': '0001133116', 'figiuid': 'EQ0000000000129943', 'scfigi': 'BBG001S8V1Z4', 'cfigi': 'BBG000BFLVZ3', 'figi': 'BBG000BFM5N2'}",https://api.polygon.io/v2/tickers/ACPS,
ACPZF,Alicorp S.A.,STOCKS,US,PEN,True,GREY,2020-06-23,,https://api.polygon.io/v2/tickers/ACPZF,
ACRB,"Asia Carbon Industries, Inc. Common",STOCKS,US,USD,True,OTC,2020-06-23,"{'cik': '0001491479', 'figiuid': 'EQ0000000012167329', 'scfigi': 'BBG001TG0WP2', 'cfigi': 'BBG001925RD4', 'figi': 'BBG001925RW3'}",https://api.polygon.io/v2/tickers/ACRB,
ACRDF,"Acreage Holdings, Inc. Class D Sub Vtg Ord Shs (Canada)",STOCKS,US,USD,True,OTC,2020-09-24,,https://api.polygon.io/v2/tickers/ACRDF,
ACRE,Ares Commercial Real Estate Corporation,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001529377', 'figiuid': 'EQ0000000020167405', 'scfigi': 'BBG0022MMR46', 'cfigi': 'BBG0022MMQB0', 'figi': 'BBG0022MMQG5'}",https://api.polygon.io/v2/tickers/ACRE,
ACRFF,Accor S A (F) Ordinary Shares,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000000080534', 'scfigi': 'BBG001S5SYP3', 'cfigi': 'BBG000BPRCJ5', 'figi': 'BBG000BPRLZ7'}",https://api.polygon.io/v2/tickers/ACRFF,
ACRFY,Accor,STOCKS,US,USD,True,OTO,2020-06-23,"{'figiuid': 'EQ0000000007147809', 'scfigi': 'BBG001T32FF7', 'cfigi': 'BBG000MH51L6', 'figi': 'BBG000MH5902'}",https://api.polygon.io/v2/tickers/ACRFY,
ACRGF,Acreage Holdings Inc Common Shares (Canada),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000069829208', 'scfigi': 'BBG00MK2N7R4', 'cfigi': 'BBG00MKGZDF0', 'figi': 'BBG00MKGZDW1'}",https://api.polygon.io/v2/tickers/ACRGF,
ACRHF,"Acreage Holdings, Inc. Class E Sub Vtg Ord Shs (Canada)",STOCKS,US,USD,True,OTC,2020-09-24,,https://api.polygon.io/v2/tickers/ACRHF,
ACRL,"Atacama Resources International, Inc. Common Stock",STOCKS,US,USD,True,OTC,2020-06-23,"{'cik': '0001584618', 'figiuid': 'EQ0000000047851017', 'scfigi': 'BBG00C3RJL12', 'cfigi': 'BBG00C3RJL03', 'figi': 'BBG00C3RJLH5'}",https://api.polygon.io/v2/tickers/ACRL,
ACRS,"Aclaris Therapeutics, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001557746', 'figiuid': 'EQ0000000027149454', 'scfigi': 'BBG003LF0QS8', 'cfigi': 'BBG003LF0QR9', 'figi': 'BBG009T0QMM7'}",https://api.polygon.io/v2/tickers/ACRS,
ACRT,Actrade Financial Technologies Ltd,STOCKS,US,USD,False,OTO,2020-06-23,"{'figiuid': 'EQ0011669000001000', 'scfigi': 'BBG001S74J78', 'cfigi': 'BBG000BGGH88', 'figi': 'BBG002GSPQH3'}",https://api.polygon.io/v2/tickers/ACRT,
ACRVF,Agellan Commercial Real Estate Investment Trust,STOCKS,US,USD,True,GREY,2020-06-23,"{'figiuid': 'EQ0000000031513030', 'scfigi': 'BBG003MV57Z1', 'cfigi': 'BBG0056LBY17', 'figi': 'BBG0056LBY17'}",https://api.polygon.io/v2/tickers/ACRVF,
ACRX,"AcelRx Pharmaceuticals, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001427925', 'figiuid': 'EQ0000000012155911', 'scfigi': 'BBG001TFZCK5', 'cfigi': 'BBG0018YYFX7', 'figi': 'BBG0018YYGJ1'}",https://api.polygon.io/v2/tickers/ACRX,
ACSAF,Acs Actividades de Construccion y Servicios SA Ordinary Shares (Spain),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000001197622', 'scfigi': 'BBG001S9RZP3', 'cfigi': 'BBG000BX7WP9', 'figi': 'BBG000BX83B7'}",https://api.polygon.io/v2/tickers/ACSAF,
ACSAY,ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000007232100', 'scfigi': 'BBG001T3V2V6', 'cfigi': 'BBG000GM1DD9', 'figi': 'BBG000GM1PY9'}",https://api.polygon.io/v2/tickers/ACSAY,
ACSBL,Access Bk Nigeria Plc Sponsored GDR Reg S (Nigeria),STOCKS,US,USD,True,OTC,2020-03-30,,https://api.polygon.io/v2/tickers/ACSBL,
ACSEF,ACS Motion Control Ltd. Common Stock,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0030252500001002', 'scfigi': 'BBG001SB8V69', 'cfigi': 'BBG000BV0WM3', 'figi': 'BBG000BV1792'}",https://api.polygon.io/v2/tickers/ACSEF,
ACSF,American Capital Senior Floating Ltd,STOCKS,US,USD,True,OTO,2020-06-23,"{'cik': '0001581934', 'figiuid': 'EQ0000000031211566', 'scfigi': 'BBG004XQWCH7', 'cfigi': 'BBG004XQWCG8', 'figi': 'BBG004XQWD21'}",https://api.polygon.io/v2/tickers/ACSF,
ACSG,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,STOCKS,US,USD,True,ARCA,2020-06-23,"{'figiuid': 'EQ0000000070253293', 'scfigi': 'BBG00MQCZG02', 'cfigi': 'BBG00MQCZF86', 'figi': 'BBG00MQCZFF8'}",https://api.polygon.io/v2/tickers/ACSG,
ACSI,American Customer Satisfaction ETF,STOCKS,US,USD,True,BATS,2020-06-23,"{'figiuid': 'EQ0000000052533620', 'scfigi': 'BBG00F40VGP4', 'cfigi': 'BBG00F40VFY6', 'figi': 'BBG00F40VGJ1'}",https://api.polygon.io/v2/tickers/ACSI,
ACSOF,Arcs Co. Ltd.,STOCKS,US,JPY,True,GREY,2020-06-23,,https://api.polygon.io/v2/tickers/ACSOF,
ACSSF,APOLLO HEALTHCARE CORP Ordinary Shares,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000054216797', 'scfigi': 'BBG009YQCBM3', 'cfigi': 'BBG00FQGV150', 'figi': 'BBG00FQGV1P8'}",https://api.polygon.io/v2/tickers/ACSSF,
ACST,"Acasti Pharma, Inc. Class A Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001444192', 'figiuid': 'EQ0000000017293661', 'scfigi': 'BBG001SFYCM5', 'cfigi': 'BBG001NMDXS6', 'figi': 'BBG001NMDYD0'}",https://api.polygon.io/v2/tickers/ACST,
ACSX,A.C.Simmonds and Sons Inc,STOCKS,US,USD,False,CVEM,2020-06-23,"{'figiuid': 'EQ0000000026222357', 'scfigi': 'BBG0039FT9K7', 'cfigi': 'BBG0039FT8T0', 'figi': 'BBG0039FT990'}",https://api.polygon.io/v2/tickers/ACSX,
ACSYF,Accsys Technologies plc Ordinary Shares (United Kingdom),STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000003116292', 'scfigi': 'BBG001SNM8Q6', 'cfigi': 'BBG000QMNB39', 'figi': 'BBG000QMNB39'}",https://api.polygon.io/v2/tickers/ACSYF,
ACT,AdvisorShares Trust AdvisorShares Vice ETF,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000061373777', 'scfigi': 'BBG00JGGJ5C0', 'cfigi': 'BBG00JGGJ4N1', 'figi': 'BBG00JGGJ558'}",https://api.polygon.io/v2/tickers/ACT,
ACTA,Actua Corp,STOCKS,US,USD,False,OTCQB,2020-06-23,"{'cik': '0001085621', 'figiuid': 'EQ0034851400001000', 'scfigi': 'BBG001S44C25', 'cfigi': 'BBG000BB7923', 'figi': 'BBG000BB7N68'}",https://api.polygon.io/v2/tickers/ACTA,
ACTCU,ArcLight Clean Transition Corp. Unit,STOCKS,US,USD,True,NASDAQ,2020-09-23,,https://api.polygon.io/v2/tickers/ACTCU,
ACTFF,Asian Citrus Hldgs,STOCKS,US,USD,True,GREY,2020-06-23,"{'figiuid': 'EQ0000000006678626', 'scfigi': 'BBG001SGV4D4', 'cfigi': 'BBG000VMBLG0', 'figi': 'BBG000VMBLG0'}",https://api.polygon.io/v2/tickers/ACTFF,
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000934549', 'figiuid': 'EQ0000000000432735', 'scfigi': 'BBG001SJLJT9', 'cfigi': 'BBG000KF9J02', 'figi': 'BBG000KF9X01'}",https://api.polygon.io/v2/tickers/ACTG,
ACTL,"Artec Global Media, Inc. Common Stock",STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000028710554', 'scfigi': 'BBG0045KJ1P1', 'cfigi': 'BBG0045KJ1N3', 'figi': 'BBG0045KJ2G9'}",https://api.polygon.io/v2/tickers/ACTL,
ACTPF,Ascent Resources plc London Ordinary Shares,STOCKS,US,USD,True,OTC,2020-06-23,"{'figiuid': 'EQ0000000001939193', 'scfigi': 'BBG001SN3T27', 'cfigi': 'BBG000QZL3N8', 'figi': 'BBG000QZL3N8'}",https://api.polygon.io/v2/tickers/ACTPF,
ACTRF,Ascott Residence Trust,STOCKS,US,USD,True,GREY,2020-06-23,"{'figiuid': 'EQ0000000002451885', 'scfigi': 'BBG001S8H7R6', 'cfigi': 'BBG000NZKGJ8', 'figi': 'BBG000NZKV14'}",https://api.polygon.io/v2/tickers/ACTRF,
ACTS,Actions Semiconductor Co Ltd,STOCKS,US,USD,False,NGS,2020-06-23,"{'cik': '0001342068', 'figiuid': 'EQ0000000002069464', 'scfigi': 'BBG001SHFY35', 'cfigi': 'BBG000F80PN4', 'figi': 'BBG000F81209'}",https://api.polygon.io/v2/tickers/ACTS,
ACTT,Act II Global Acquisition Corp. Class A Ordinary Shares,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000074220912', 'scfigi': 'BBG00NZJ4HB5', 'cfigi': 'BBG00NZJ4H98', 'figi': 'BBG00P4J6HZ6'}",https://api.polygon.io/v2/tickers/ACTT,
ACTTU,Act II Global Acquisition Corp. Unit,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001753706', 'figiuid': 'EQ0000000073851449', 'scfigi': 'BBG00NTNQMV6', 'cfigi': 'BBG00NTNQM37', 'figi': 'BBG00NTNQMN5'}",https://api.polygon.io/v2/tickers/ACTTU,
ACTTW,Act II Global Acquisition Corp. Warrant,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000074834343', 'cfigi': 'BBG00P4MZ5G4', 'figi': 'BBG00P4MZ636'}",https://api.polygon.io/v2/tickers/ACTTW,
