ticker,name,market,locale,currency,active,primaryExch,updated,codes,url,type
ACP RTWI,"Aberdeen Income Credit Strategies Fund Rights (expiring November 13, 2019)",STOCKS,US,USD,True,NYE,2019-10-15,,https://api.polygon.io/v2/tickers/ACP RTWI,
ACRE,Ares Commercial Real Estate Corporation,STOCKS,US,USD,True,NYE,2020-06-23,"{'cik': '0001529377', 'figiuid': 'EQ0000000020167405', 'scfigi': 'BBG0022MMR46', 'cfigi': 'BBG0022MMQB0', 'figi': 'BBG0022MMQG5'}",https://api.polygon.io/v2/tickers/ACRE,
ACRS,"Aclaris Therapeutics, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001557746', 'figiuid': 'EQ0000000027149454', 'scfigi': 'BBG003LF0QS8', 'cfigi': 'BBG003LF0QR9', 'figi': 'BBG009T0QMM7'}",https://api.polygon.io/v2/tickers/ACRS,
ACRX,"AcelRx Pharmaceuticals, Inc. Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001427925', 'figiuid': 'EQ0000000012155911', 'scfigi': 'BBG001TFZCK5', 'cfigi': 'BBG0018YYFX7', 'figi': 'BBG0018YYGJ1'}",https://api.polygon.io/v2/tickers/ACRX,
ACSG,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,STOCKS,US,USD,True,ARCA,2020-06-23,"{'figiuid': 'EQ0000000070253293', 'scfigi': 'BBG00MQCZG02', 'cfigi': 'BBG00MQCZF86', 'figi': 'BBG00MQCZFF8'}",https://api.polygon.io/v2/tickers/ACSG,
ACSI,American Customer Satisfaction ETF,STOCKS,US,USD,True,BATS,2020-06-23,"{'figiuid': 'EQ0000000052533620', 'scfigi': 'BBG00F40VGP4', 'cfigi': 'BBG00F40VFY6', 'figi': 'BBG00F40VGJ1'}",https://api.polygon.io/v2/tickers/ACSI,
ACST,"Acasti Pharma, Inc. Class A Common Stock",STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001444192', 'figiuid': 'EQ0000000017293661', 'scfigi': 'BBG001SFYCM5', 'cfigi': 'BBG001NMDXS6', 'figi': 'BBG001NMDYD0'}",https://api.polygon.io/v2/tickers/ACST,
ACT,AdvisorShares Trust AdvisorShares Vice ETF,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000061373777', 'scfigi': 'BBG00JGGJ5C0', 'cfigi': 'BBG00JGGJ4N1', 'figi': 'BBG00JGGJ558'}",https://api.polygon.io/v2/tickers/ACT,
ACTCU,ArcLight Clean Transition Corp. Unit,STOCKS,US,USD,True,NASDAQ,2020-09-23,,https://api.polygon.io/v2/tickers/ACTCU,
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0000934549', 'figiuid': 'EQ0000000000432735', 'scfigi': 'BBG001SJLJT9', 'cfigi': 'BBG000KF9J02', 'figi': 'BBG000KF9X01'}",https://api.polygon.io/v2/tickers/ACTG,
ACTT,Act II Global Acquisition Corp. Class A Ordinary Shares,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000074220912', 'scfigi': 'BBG00NZJ4HB5', 'cfigi': 'BBG00NZJ4H98', 'figi': 'BBG00P4J6HZ6'}",https://api.polygon.io/v2/tickers/ACTT,
ACTTU,Act II Global Acquisition Corp. Unit,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'cik': '0001753706', 'figiuid': 'EQ0000000073851449', 'scfigi': 'BBG00NTNQMV6', 'cfigi': 'BBG00NTNQM37', 'figi': 'BBG00NTNQMN5'}",https://api.polygon.io/v2/tickers/ACTTU,
ACTTW,Act II Global Acquisition Corp. Warrant,STOCKS,US,USD,True,NASDAQ,2020-06-23,"{'figiuid': 'EQ0000000074834343', 'cfigi': 'BBG00P4MZ5G4', 'figi': 'BBG00P4MZ636'}",https://api.polygon.io/v2/tickers/ACTTW,
